PPO_step,PPO_cost,PPO_len,PPO_Lag_step,PPO_Lag_cost,PPO_Lag_len
1029,765.2248535,146,1881,19.7318058,119
1030,1233.169678,183,1884,10.16687298,97
1032,881.0485229,159,1885,8.279858589,76
1036,595.8530273,127,1887,13.85339069,95
1037,590.1256104,140,1889,8.835494995,84
1038,902.9650269,164,1891,8.341989517,78
1039,1106.404297,170,1896,21.23620415,131
1040,755.7182617,150,1900,9.988661766,96
1044,920.6882324,172,1903,16.60569,107
1046,830.8200684,158,1909,8.664558411,82
1047,795.9542236,142,1910,10.70981407,98
1050,42.11286545,72,1911,10.08927155,94
1053,932.8245239,166,1914,8.27900219,81
1054,633.1303711,130,1919,8.401245117,85
1055,778.1498413,147,1925,7.191527367,65
1057,21.10806465,63,1926,8.187861443,81
1059,869.7362061,151,1927,8.97774601,82
1060,772.562439,157,1930,9.150612831,87
1061,714.4836426,149,1933,9.168169022,85
1063,764.809021,156,1936,8.50835228,86
1064,774.3146362,155,1937,11.16355324,105
1066,861.9296875,152,1941,10.78449821,103
1067,734.5665283,145,1942,11.52004337,109
1068,802.1529541,150,1943,8.336289406,86
1070,767.7799683,149,1946,22.52738953,173
1071,687.958252,141,1948,15.90975571,137
1072,720.5773315,147,1951,39.96733856,200
1073,832.1298218,155,1954,11.81526279,121
1074,714.824585,154,1957,11.46752262,115
1075,738.293396,152,1961,18.42336082,99
1078,831.274292,158,1962,23.37573624,195
1079,778.1652832,158,1963,10.04816437,105
1081,772.824707,153,1964,12.94936085,129
1082,845.7680664,166,1965,23.14917755,126
1083,840.2197876,161,1967,21.56153488,121
1084,859.2913818,169,1968,15.13603592,94
1086,744.6102905,152,1969,23.31155777,129
1087,760.5576172,157,1978,26.4623394,136
1088,807.2650146,161,1980,19.67889977,105
1089,788.0112915,161,1981,16.13460541,175
1092,813.4630127,162,1982,18.5266304,94
1093,1088.108521,185,1986,19.40543365,114
1094,800.2559814,153,1988,19.15590286,106
1099,892.6490479,177,1989,22.18079758,127
1101,882.0288696,162,1992,35.99098587,186
1103,781.0343628,163,1993,33.27142715,151
1104,921.2905884,170,2017,27.23758316,224
1105,1014.901978,189,2018,13.26682758,118
1108,867.105957,170,2022,15.14667225,166
1109,931.2390137,188,2023,13.34296989,138
1110,918.4735107,174,2027,11.2950325,129
1111,880.9921265,171,2029,14.39551067,144
1112,962.0247803,180,2032,16.57818794,177
1113,954.7614746,191,2036,31.83730888,151
1114,1037.824219,178,2037,26.08932877,144
1115,1125.953979,172,2041,26.26095009,144
1117,592.5147705,154,2044,41.0044899,145
1118,1042.669067,190,2048,23.13226318,134
1120,675.2335205,146,2055,20.94013214,125
1121,1040.123169,190,2056,27.7913208,197
1122,1014.518433,182,2057,37.38526917,168
1123,756.6269531,150,2058,48.31127548,184
1126,818.4990845,152,2068,33.67457199,160
1127,1088.296265,188,2069,25.14178085,141
1129,1222.080444,201,2071,22.17572021,135
1130,1175.563721,179,2075,27.88133049,142
1131,1139.063354,186,2080,21.78348732,124
1132,899.3910522,157,2085,32.08095932,146
1133,921.5415039,172,2087,31.49175262,153
1134,16.97364807,51,2088,26.6316967,138
1135,907.6647339,162,2090,25.8251667,131
1136,1064.33728,172,2091,32.17818832,162
1137,1084.530396,184,2092,32.3503418,144
1138,1662.455078,250,2096,28.70926857,136
1140,2020.630615,250,2098,503.4102783,220
1141,2236.98999,250,2099,361.2636414,223
1143,1894.618774,247,2101,591.1520996,220
1144,1171.019897,188,2104,183.2556763,173
1146,1594.8302,222,2106,246.742218,184
1147,905.4318848,160,2110,358.718689,202
1149,836.1394043,166,2111,432.5725098,211
1150,1243.792358,190,2115,677.2908936,223
1151,777.9816284,147,2116,603.2584229,227
1152,908.4093018,168,2120,561.0718994,220
1153,2042.19458,250,2121,751.9125977,228
1154,974.276123,169,2123,717.7192383,220
1156,785.6500854,142,2124,457.1737061,208
1160,725.3754272,146,2125,118.5691528,187
1161,195.6613464,104,2128,87.78594971,161
1163,731.2701416,147,2135,791.1487427,237
1165,731.9691772,141,2136,349.6573792,224
1166,648.3829956,142,2137,844.4229126,239
1167,1102.509399,184,2140,835.4169312,248
1168,735.9589233,153,2144,486.8216248,229
1169,862.2631226,161,2150,400.8722534,213
1173,745.4037476,150,2155,813.4298706,231
1174,789.2352905,154,2160,898.1806641,242
1175,857.6401367,154,2161,883.0713501,245
1177,849.7142944,158,2163,825.6506348,250
1178,762.2792969,144,2170,946.28479,241
1179,728.0568848,149,2174,873.8920898,243
1181,776.3710938,150,2176,918.5741577,250
1183,774.9598389,140,2177,675.8382568,250
1185,733.996521,152,2184,874.0061035,250
1187,763.885437,153,2186,728.5655518,250
1189,924.5551758,171,2188,582.4327393,250
1190,768.6175537,145,2190,568.7064209,250
1191,935.1778564,164,2195,851.1054688,250
1194,723.3566284,141,2200,712.8148804,250
1195,743.378479,143,2202,798.7622681,250
1196,1127.709106,168,2203,1044.085693,250
1197,756.626709,138,2204,638.2284546,250
1198,760.5864868,146,2207,883.0496216,250
1199,828.9972534,154,2210,769.055481,250
1202,996.9517822,182,2212,991.8214111,250
1203,719.8320313,139,2213,709.1411133,250
1206,784.1107178,149,2215,452.971344,250
1207,797.3674316,144,2216,750.8947754,250
1208,596.3219604,122,2222,614.8693848,250
1210,45.00258255,73,2226,567.4631348,250
1211,385.0439453,126,2228,485.581604,250
1214,611.8897095,143,2237,294.3498535,250
1215,403.4419556,114,2240,406.5380554,250
1216,626.5236816,133,2243,300.5610046,250
1218,925.1764526,158,2245,259.5151367,250
1219,9.964510918,33,2255,181.7622681,250
1222,683.8297729,133,2258,141.131958,250
1223,336.6964722,115,2259,169.7333221,250
1224,15.86087418,50,2265,70.78553772,250
1226,708.6836548,145,2268,86.98462677,250
1229,956.1879272,163,2277,150.3605652,250
1230,768.9750977,164,2281,108.4332733,250
1233,792.8137817,162,2282,119.0581436,250
1234,841.3436279,151,2286,101.4228287,250
1235,730.3862915,134,2293,111.6338959,250
1239,943.3734741,180,2294,74.4417572,250
1241,738.4550171,162,2301,86.78346252,250
1242,873.791687,171,2306,78.52104187,250
1243,717.6087036,164,2307,73.40812683,250
1244,770.5517578,151,2308,59.08182907,250
1245,854.7481689,164,2310,50.45687103,250
1246,872.5446167,166,2312,69.26799011,250
1247,788.0546875,160,2316,49.29777145,250
1250,782.5305176,159,2317,44.45489883,250
1251,798.7109375,162,2320,69.33158112,250
1252,725.4432983,167,2325,34.82560349,250
1253,828.7930908,168,2331,20.61913872,250
1255,839.6885986,160,2333,26.03717232,250
1257,990.7366333,182,2336,27.71587944,250
1258,1032.787476,185,2341,8.24145031,250
1261,1002.485229,178,2343,8.949349403,250
1262,1024.137329,194,2344,12.11172962,250
1264,914.1678467,167,2345,8.148793221,250
1265,843.7749634,168,2347,7.432456017,250
1266,900.8235474,167,2348,4.736724377,250
1268,918.1721191,167,2352,6.473325253,250
1269,879.2927246,168,2353,5.116391182,250
1272,725.3261108,147,2354,3.416005135,250
1273,952.2553711,163,2358,2.955318213,250
1277,1057.722412,190,2360,4.286253929,250
1278,1036.262451,187,2366,3.724895239,250
1279,1177.555298,203,2369,2.618403196,250
1280,1099.86377,178,2372,3.681647301,250
1281,1085.44165,179,2374,3.318278074,250
1283,1122.978027,195,2379,3.591037512,250
1284,1047.226685,187,2385,3.070017815,250
1286,1073.574707,178,2390,4.03465271,250
1287,1019.687805,193,2392,4.237605095,250
1289,1255.845703,216,2394,3.185619831,250
1291,1349.932983,224,2395,3.463371754,250
1292,1150.399658,192,2396,3.738605976,250
1293,1427.890259,212,2398,3.048556089,250
1294,1294.165161,207,2399,3.603211403,250
1296,843.8764648,149,2409,3.024066448,250
1297,1280.513794,219,2413,4.296365738,250
1299,882.2531738,175,2416,2.912282705,250
1300,1687.798584,240,2420,3.209758759,250
1302,1426.11084,224,2429,3.107221127,250
1303,1765.991211,245,2432,3.308758259,250
1305,1211.567749,212,2436,2.837097883,250
1306,1741.720703,250,2437,2.914222717,250
1307,1346.951904,213,2440,2.630517721,250
1308,1475.892212,244,2442,2.681548357,250
1311,1795.952637,250,2443,2.982281446,250
1313,1842.335327,240,2449,3.614403963,250
1314,2024.694824,250,2455,3.243975639,250
1315,1388.878662,238,2459,2.866830826,250
1316,1474.71106,250,2463,2.708347797,250
1320,1682.80957,225,2465,2.810697317,250
1321,1303.771973,211,2466,3.060972929,250
1323,2137.479004,250,2470,3.568338394,250
1324,1610.862061,239,2474,2.814163208,250
1325,1950.772339,250,2476,2.391873598,250
1326,1322.951416,250,2478,2.828929186,250
1327,1068.948364,250,2485,2.711238623,250
1329,1339.338379,250,2486,2.637599468,250
1334,1183.018555,250,2490,2.721318245,250
1336,908.3041382,250,2494,2.770367146,250
1342,750.3552246,250,2497,2.817107916,250
1343,739.7171631,250,2499,2.236129761,250
1345,447.8937988,250,2500,2.558333874,250
1346,638.0197754,250,2501,2.218178511,250
1348,1024.145996,250,2504,2.701802969,250
1349,746.8078003,250,2506,2.898147821,250
1352,706.5870972,250,2507,2.919569969,250
1353,462.4100952,250,2509,2.633266926,250
1355,398.0942688,250,2511,2.365372896,250
1356,419.7550659,250,2514,2.999509573,250
1357,175.6568604,250,2516,2.791809559,250
1358,146.0909576,250,2518,2.686580896,250
1359,208.1220856,250,2519,2.652639866,250
1361,191.6042023,250,2520,2.753682137,250
1364,125.2992477,250,2522,3.202379227,250
1365,52.52181625,250,2524,3.23838973,250
1366,73.77203369,250,2529,3.531463623,250
1367,61.17178345,250,2531,3.387746811,250
1368,47.39864349,250,2532,2.917410374,250
1369,87.42274475,250,2534,3.019989014,250
1373,105.7098465,250,2539,4.007360458,250
1374,74.28825378,250,2541,4.271925926,250
1375,47.67540741,250,2543,5.648906708,250
1376,28.9345932,250,2544,5.012141228,250
1377,50.76210785,250,2555,4.565907955,250
1381,71.40670013,250,2561,5.281258583,250
1382,31.53923225,250,2566,3.460735798,250
1386,71.12661743,250,2567,3.79566884,250
1387,42.93857956,250,2569,2.843148708,250
1388,46.60100555,250,2572,2.771905899,250
1391,51.69123459,250,2574,2.906691551,250
1392,71.67965698,250,2576,2.51554203,250
1394,38.67034531,250,2578,3.04144454,250
1395,180.6537476,250,2579,2.748876572,250
1397,187.0413666,250,2584,2.938280821,250
1398,97.25799561,250,2585,2.577390909,250
1400,127.2921753,250,2586,2.52338028,250
1401,97.16146088,250,2589,2.823031902,250
1403,201.2680511,250,2590,3.010335207,250
1404,104.4471283,250,2593,2.428771734,250
1405,124.435112,250,2599,3.27649045,250
1406,65.58318329,250,2600,2.492531776,250
1407,79.92596436,250,2602,3.417515039,250
1408,82.36238861,250,2604,3.460896254,250
1414,46.88379669,250,2606,2.972508669,250
1417,48.65316391,250,2607,3.164643288,250
1418,77.50760651,250,2618,3.11063385,250
1420,31.77749634,250,2619,2.545928717,250
1422,32.01369095,250,2620,2.926202536,250
1423,60.46123886,250,2623,2.983906269,250
1426,93.44611359,250,2628,2.499472857,250
1427,34.07901764,250,2629,2.975385427,250
1429,106.0942688,250,2634,3.405583382,250
1432,36.16136932,250,2635,2.686861515,250
1433,81.28451538,250,2636,2.988132,250
1434,27.6449852,250,2637,3.062935352,250
1435,63.13669968,250,2639,2.824184179,250
1437,25.34623146,250,2640,2.729941368,250
1439,52.02545929,250,2641,3.147363663,250
1440,73.03411865,250,2644,2.921925068,250
1441,92.95996857,250,2655,2.575778484,250
1442,55.32818604,250,2661,3.061760664,250
1445,27.57675171,250,2663,2.687913418,250
1447,15.19179916,250,2668,2.722490311,250
1448,68.88278961,250,2671,3.170315027,250
1449,65.99549866,250,2672,2.775391579,250
1450,78.66441345,250,2673,2.527305841,250
1451,272.2483826,250,2675,2.708216906,250
1452,99.45341492,250,2682,2.734903336,250
1453,32.1587944,250,2685,2.5975945,250
1455,200.1248779,250,2687,2.901770592,250
1456,69.83837128,250,2690,2.169841766,250
1457,47.51986694,250,2692,2.163388729,250
1458,171.9553833,250,2694,3.301032543,250
1459,108.5056839,250,2702,2.762672424,250
1460,200.0695801,250,2703,2.500089169,250
1461,297.5723877,250,2704,2.58543992,250
1462,183.7598877,250,2705,2.754655361,250
1463,306.1629944,250,2707,3.155255795,250
1464,413.5381165,250,2709,2.695984125,250
1465,98.28701782,250,2710,3.01226306,250
1471,217.4926453,250,2711,3.061048746,250
1474,124.6922531,250,2713,2.377224684,250
1475,293.1870117,250,2714,3.446017742,250
1477,166.7864075,250,2715,3.132684469,250
1478,106.169548,250,2718,2.71155715,250
1482,154.4974823,250,2719,2.323668242,250
1483,168.4632263,250,2720,2.962779045,250
1484,182.967865,250,2725,3.268522739,250
1485,125.9102173,250,2726,2.853823185,250
1488,221.3291168,250,2728,3.138517141,250
1489,76.74050903,250,2730,3.166983843,250
1490,46.36672974,250,2731,3.313357115,250
1491,101.2956924,250,2735,3.313363791,250
1492,59.36907578,250,2736,3.386587858,250
1494,72.03182983,250,2740,3.623388052,250
1495,126.2159119,250,2741,3.511738062,250
1499,44.79878616,250,2742,3.922149897,250
1500,111.5687866,250,2743,3.798471928,250
1501,315.7864685,250,2745,4.613922119,250
1503,66.85233307,250,2746,3.693267107,250
1505,111.3823395,250,2747,3.645230532,250
1506,134.0501709,250,2754,5.074978352,250
1510,61.99920654,250,2755,5.251550198,250
1511,61.58016205,250,2756,4.445369244,250
1512,147.5850677,250,2759,5.261404037,250
1513,37.20809937,250,2761,4.490361214,250
1514,72.11198425,250,2762,3.554406404,250
1516,127.6065674,250,2766,3.871777534,250
1517,65.86341095,250,2769,3.072417974,250
1521,91.21471405,250,2772,3.353772402,250
1524,116.8548584,250,2774,2.879437208,250
1527,31.5474205,250,2776,3.152048588,250
1529,78.68563843,250,2778,2.486475229,250
1531,74.50214386,250,2779,2.937892675,250
1534,61.96431732,250,2780,2.934772491,250
1535,156.3862305,250,2785,3.286257982,250
1538,29.0465374,250,2786,2.745912552,250
1539,50.57914734,250,2798,2.557128429,250
1540,75.28209686,250,2800,2.500458002,250
1541,21.14582443,250,2807,2.433072329,250
1542,21.63640213,250,2813,2.637613058,250
1546,31.68825531,250,2814,2.415341854,250
1548,18.76043129,250,2824,2.710309029,250
